zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
11,2005,6,26,89593,81561,76481,73436,71524,71353,72788,82428,99071,115071,125104,133603,140980,145624,148970,150412,152374,152921,149998,143993,139642,137142,123375,106824
12,2005,6,26,110875,98594,90381,84994,81795,80978,83831,97988,125572,152760,171657,188338,201867,211975,217345,220613,221809,220252,212253,200001,190664,186794,166625,141041
13,2005,6,26,15687,14211,13313,13042,12945,12961,13827,15715,17962,19974,20828,21647,22976,23910,18461,18378,18437,18466,24105,23451,23210,23339,20985,17493
14,2005,6,26,17626,15727,14390,13714,13255,13503,14020,16422,20042,22464,23439,23358,23863,24924,18512,19135,19361,19834,26378,26024,25085,25313,22625,19123
15,2005,6,26,55699,51189,48179,46864,45955,46020,46004,51826,60399,67186,70849,72940,74174,74224,55047,55945,57404,58162,75689,74967,73936,75583,69347,60194
16,2005,6,26,24948,22203,20168,19146,18598,18504,19388,23415,29612,33913,36228,38292,40167,41763,36265,37106,37475,37907,43647,41268,39259,38551,34423,28993
17,2005,6,26,26384,24009,22409,21458,20961,21369,22067,25125,28507,31325,32814,33447,34008,34117,30040,30411,31221,31184,35065,35002,34566,35498,34122,30321
18,2005,6,26,172881,153789,140218,131193,126728,126546,131380,153269,182872,209259,231076,253779,276729,295528,270418,276265,280510,280899,314147,303441,293734,286147,247352,206234
19,2005,6,26,61324,54107,49585,46948,45603,46376,48741,56287,68481,77769,83693,89743,95930,100345,76917,75822,76364,77298,100298,99616,97698,98112,87113,71736
20,2005,6,26,70347,64252,60242,58203,57077,58207,60814,67265,76708,84148,89793,95727,101569,105478,93417,97439,101660,101863,113181,108800,103918,102901,92212,78176
21,2005,6,26,1369851,1256538,1181535,1136639,1108914,1107596,1131749,1264987,1469157,1644529,1783883,1904443,1988464,2058251,1980785,2020947,2056356,2063331,2140632,2096658,2033543,2006465,1817022,1582390
1,2005,9,10,12651,11406,10722,10325,10203,10514,11495,12696,14246,15636,16895,18336,19840,21327,22382,23454,24276,24323,23235,22158,21601,18902,16332,14124
2,2005,9,10,137152,128424,123786,121502,119913,123676,128516,135034,146891,156946,164564,170831,175382,180540,184732,187855,189501,187520,181169,176464,174762,164002,149132,136503
3,2005,9,10,147987,138570,133565,131100,129387,133447,138670,145703,158496,169345,177564,184326,189238,194804,199327,202696,204473,202335,195481,190405,188569,176958,160914,147286
4,2005,9,10,339,306,305,302,302,311,368,430,482,517,528,551,523,530,506,530,533,542,542,505,543,496,444,385
5,2005,9,10,5231,4656,4316,4106,4048,4194,4629,5557,6571,7169,7741,8310,8714,9236,9688,10189,10582,10562,10356,9992,9888,8751,7486,6317
6,2005,9,10,142382,133080,128101,125608,123961,127870,133145,140591,153462,164115,172305,179140,184097,189776,194420,198044,200084,198082,191524,186456,184650,172752,156618,142820
7,2005,9,10,147987,138570,133565,131100,129387,133447,138670,145703,158496,169345,177564,184326,189238,194804,199327,202696,204473,202335,195481,190405,188569,176958,160914,147286
8,2005,9,10,2386,2186,2049,1999,1984,2230,2430,2766,3037,3221,3494,3812,4058,4216,4404,4545,4720,4629,4310,4088,4101,3644,3103,2695
9,2005,9,10,80262,80367,80514,80283,80010,80241,80409,81081,80976,80682,80031,80073,79380,76377,75348,69489,53928,60732,59997,61110,64344,64764,74760,78456
10,2005,9,10,22712,20801,19712,19185,18996,19018,19200,20149,22632,25035,26855,27512,27973,28589,28965,28804,28966,28620,27441,26405,26556,24312,21999,19662
11,2005,9,10,82172,74908,70559,68060,67121,68130,70723,76689,88691,100387,108192,113239,118774,121830,125197,126799,127700,127227,120719,113606,110889,101352,91144,80372
12,2005,9,10,96392,85960,79536,75680,74005,76353,81133,90167,107417,123483,135256,144966,153847,161673,167934,172593,177152,176627,165295,152464,147526,134517,119350,103233
13,2005,9,10,13531,12509,12003,11819,11773,12351,13512,15162,16983,17976,18246,18584,19139,19765,18952,18184,18867,20549,21353,21120,21787,20153,17890,15768
14,2005,9,10,13755,12154,11293,10915,10574,10972,11728,13370,16441,18842,21062,22910,24139,25061,24587,23463,23475,24620,24764,23540,23257,20970,18397,15570
15,2005,9,10,51337,47548,45206,43759,43907,45010,48199,50919,56202,60625,64752,69306,73928,77709,76448,75381,76536,78743,78277,75243,74900,69739,62639,56001
16,2005,9,10,20752,18956,17851,17255,17474,17961,19165,21584,25301,28081,30826,32726,34963,36497,36891,36625,37220,37766,36543,34582,33749,30510,27040,23045
17,2005,9,10,25596,23720,22494,21562,21472,22180,23224,23985,26928,29575,31769,34128,35695,36984,36970,36284,36266,37008,35644,34458,34157,31467,28187,24546
18,2005,9,10,148763,134276,124980,120717,121254,128060,138332,153113,174970,191993,208881,225052,240718,251884,253200,251881,256265,262881,258555,248747,243275,219578,194659,167506
19,2005,9,10,55220,49694,46283,44587,44399,46339,50475,55813,64247,71494,77773,84501,91166,96241,95009,93246,95565,99579,99242,94385,93120,84039,73893,63357
20,2005,9,10,62963,59045,55983,54635,54917,57614,62272,67593,73528,78237,80676,84775,88301,91507,91652,90583,93569,97589,96226,92829,93393,87300,77757,68425
21,2005,9,10,1269570,1177136,1122823,1094499,1085087,1119918,1176295,1258105,1395997,1512704,1604974,1687404,1759113,1819350,1845939,1853341,1864151,1882269,1826154,1758962,1739636,1611164,1462658,1313357
1,2005,9,11,12147,10989,10182,9806,9618,9674,10241,11869,14534,16388,17084,18254,19351,20192,21172,21885,22764,22673,21630,20392,20542,17923,15710,13708
2,2005,9,11,125565,118193,112887,109457,109511,109195,114035,120239,133622,143269,149469,157692,163491,169934,174674,177980,182939,184047,181158,179218,181197,168977,151942,136688
3,2005,9,11,135484,127530,121805,118105,118162,117821,123045,129739,144179,154588,161278,170149,176408,183359,188473,192040,197391,198587,195470,193377,195512,182327,163945,147487
4,2005,9,11,338,321,312,303,307,290,332,387,475,511,487,477,491,490,486,483,492,504,479,511,548,484,405,342
5,2005,9,11,5270,4579,4248,4060,3964,3944,4253,5190,6333,7358,7694,8036,8379,8915,9307,9663,10130,10562,10392,10296,10488,8825,6913,5412
6,2005,9,11,130835,122771,117135,113518,113475,113138,118288,125429,139955,150628,157163,165727,171870,178848,183980,187642,193069,194609,191550,189514,191685,177802,158854,142100
7,2005,9,11,135484,127530,121805,118105,118162,117821,123045,129739,144179,154588,161278,170149,176408,183359,188473,192040,197391,198587,195470,193377,195512,182327,163945,147487
8,2005,9,11,2332,2180,2030,1951,1942,2054,2229,2466,2985,3283,3353,3706,3916,4039,4254,4409,4558,4566,4387,4212,4188,3592,2976,2461
9,2005,9,11,80073,79968,80409,80619,79485,80556,79947,79674,79422,78225,78162,78162,75558,69888,60942,60291,61299,62790,62874,62160,61866,62349,62202,65730
10,2005,9,11,17888,16554,15831,15342,15227,15288,15631,16796,19480,21770,22944,23338,23879,24349,24680,24954,24951,24741,24480,24713,25112,23215,20822,18485
11,2005,9,11,70636,64210,60810,58638,57581,58660,60812,66284,78988,90707,98049,101828,106416,110881,113758,116355,118352,118932,114624,111476,111437,99138,84823,72052
12,2005,9,11,88997,79488,73746,70481,69599,71020,74402,82643,100941,117223,127613,135409,143518,151187,156583,160908,165374,165533,157903,151791,151819,133769,112935,94000
13,2005,9,11,14039,12806,12226,11988,11973,12283,13087,14866,17394,19226,19339,19061,19556,18908,17859,16806,17366,18615,20907,21035,22146,20086,17058,14464
14,2005,9,11,13251,11778,10974,10556,10279,10516,10928,12967,16709,18792,19578,20481,21750,21949,21348,20339,20617,21910,23935,23567,24249,21021,17323,14112
15,2005,9,11,49929,46333,44192,42587,41776,42811,45423,49076,57463,62728,65134,67260,70328,69197,67576,65544,67329,70036,75099,73691,75154,68172,59627,52150
16,2005,9,11,20047,17986,15870,15109,15125,15341,16443,18466,23072,27021,28678,30209,31752,31123,30990,30560,30806,33239,33015,32063,32766,27912,23508,20071
17,2005,9,11,21797,19879,18663,18070,18189,18773,19939,21848,25196,28032,29359,30335,31547,31984,32001,31795,32543,33221,34293,34191,34795,31761,28071,25137
18,2005,9,11,144391,130021,120633,115897,114612,115934,121821,137280,165892,186202,199905,212004,225715,230278,232305,231636,238021,247135,255020,252550,251277,218197,180801,149770
19,2005,9,11,54482,48958,45530,43634,43094,43654,46635,54080,65867,74066,76438,79195,84199,84073,83395,81874,84799,90421,96695,94425,96266,84534,70402,57495
20,2005,9,11,61098,56753,54971,53976,54004,55915,58698,64631,73233,78752,80548,83296,87461,86669,85008,83381,86004,91429,95446,92800,95551,86916,74475,64304
21,2005,9,11,1184083,1098827,1044259,1012202,1006085,1014688,1059234,1143669,1309919,1433357,1503553,1574768,1641993,1679622,1697264,1710585,1756195,1792137,1794827,1765359,1782110,1619327,1416737,1243455
1,2005,9,12,11889,11044,10499,10118,10553,11867,14310,14596,14067,14383,14904,15771,16924,17990,19489,21100,22769,23722,23145,21999,21602,18866,15830,13295
2,2005,9,12,126489,121714,118155,118673,122261,130592,149581,157423,159814,166864,174916,182198,188385,196924,204111,210486,217892,217259,212995,209153,205555,189905,168607,151181
3,2005,9,12,136481,131330,127490,128048,131919,140909,161398,169860,172439,180046,188735,196592,203268,212482,220237,227114,235105,234422,229823,225677,221795,204907,181927,163125
4,2005,9,12,302,294,290,289,305,330,435,451,429,432,434,426,425,419,435,435,461,503,512,514,525,504,408,351
5,2005,9,12,4517,4062,3863,3851,4265,5004,6272,6218,5694,5749,5881,6303,6861,7470,8121,8839,9819,10340,10584,10450,10379,8809,6919,5391
6,2005,9,12,131006,125776,122019,122524,126526,135596,155853,163641,165507,172612,180797,188501,195246,204395,212232,219325,227710,227598,223579,219603,215935,198714,175526,156572
7,2005,9,12,136481,131330,127490,128048,131919,140909,161398,169860,172439,180046,188735,196592,203268,212482,220237,227114,235105,234422,229823,225677,221795,204907,181927,163125
8,2005,9,12,2120,1974,1911,1890,2010,2360,2793,2850,2769,2881,3102,3393,3631,3808,4012,4248,4635,4851,4606,4349,4322,3669,3036,2519
9,2005,9,12,67956,67683,76923,79947,80283,79737,79485,79884,80304,76839,76881,72135,65100,65457,65415,65184,66066,66591,66213,66045,66591,67011,66948,66549
10,2005,9,12,16716,15967,15970,16287,17558,20722,23617,25703,25536,26534,27627,28511,30053,31601,32866,33405,34585,35195,34340,33709,33246,30610,27187,23730
11,2005,9,12,63317,58304,56180,55305,55870,62767,80641,89077,89424,93248,97570,103166,108452,116309,122518,127652,132000,134270,131947,125639,123698,111041,95489,81607
12,2005,9,12,80872,73816,69955,68493,69452,79226,99465,101120,98167,102636,109345,118529,130181,142617,154614,165020,176520,182854,179766,170924,165944,145668,121659,101165
13,2005,9,12,12672,11925,11571,11490,11917,13714,17377,18853,17810,18205,17992,17785,18261,18627,16675,16085,17153,20505,21829,21740,21289,20593,17680,14828
14,2005,9,12,12031,10883,10281,10111,10607,12677,15359,15106,14469,15019,16288,18089,20110,21878,21046,21636,23890,28053,29562,28861,27174,25471,21209,17502
15,2005,9,12,46821,43424,41982,41014,42241,46958,56936,58882,58570,59687,61119,63160,67016,72688,69633,69115,72577,81992,83391,81317,77192,73575,64730,56405
16,2005,9,12,17353,16100,15550,15238,15519,17431,21002,22034,21965,22385,23513,24907,26341,28385,27378,28518,30189,35377,35318,33831,30526,29171,24012,20061
17,2005,9,12,22669,21386,20643,20565,20977,23453,28019,27280,26638,27815,29058,30136,31762,33544,33685,35362,37333,39945,39954,39579,39039,36420,32300,27971
18,2005,9,12,129884,118744,112951,112879,118613,138671,170944,172951,169347,175848,182528,191287,203168,220610,219792,227621,243254,265086,267042,259595,246837,221311,182533,152689
19,2005,9,12,49616,45480,42779,42597,44061,52596,66914,65709,61695,61864,64607,66513,71660,78001,74672,76734,84719,99666,102500,99553,93821,86637,70947,58011
20,2005,9,12,57793,54975,53490,53520,55726,63970,78393,81766,79678,82296,84678,87913,91123,94995,92568,92666,97629,109277,111226,106493,103396,96844,82977,71039
21,2005,9,12,1126985,1066211,1039992,1040887,1072582,1179489,1390192,1443264,1436761,1485389,1548710,1611907,1681235,1780682,1819736,1877659,1969411,2051928,2038155,1984708,1930661,1774633,1541851,1347116
1,2005,9,13,11478,10589,10083,9936,10394,11563,14100,14536,13869,13543,14282,15157,16660,18759,20720,22457,24354,25317,25325,24546,24757,22195,19365,16639
2,2005,9,13,137990,132393,127528,126042,128255,135977,154347,160454,165018,171352,178032,185927,196057,203705,213846,217119,223045,224995,216178,211371,206253,187756,166944,150939
3,2005,9,13,148891,142853,137604,136000,138388,146720,166540,173130,178054,184889,192097,200615,211545,219798,230740,234272,240665,242770,233256,228069,222547,202589,180133,162864
4,2005,9,13,310,294,295,293,315,331,401,416,422,428,426,451,455,453,440,470,509,540,546,538,566,488,433,348
5,2005,9,13,4467,4041,3829,3772,4158,4879,6270,6281,5720,5739,5925,6300,6910,7541,8256,9006,10104,10608,10820,10677,10606,9115,7289,5820
6,2005,9,13,142456,136435,131357,129814,132413,140857,160617,166735,170738,177091,183957,192227,202966,211246,222102,226125,233148,235603,226998,222048,216859,196870,174233,156759
7,2005,9,13,148891,142853,137604,136000,138388,146720,166540,173130,178054,184889,192097,200615,211545,219798,230740,234272,240665,242770,233256,228069,222547,202589,180133,162864
8,2005,9,13,2205,2021,1964,1977,2060,2326,2770,2883,2688,2785,2959,3327,3639,3884,4096,4389,4806,5025,4863,4564,4512,3836,3123,2544
9,2005,9,13,66528,77070,78603,80703,81858,81543,80703,81312,81816,82404,81942,78477,70602,65793,61572,61929,62538,64260,66654,66927,67053,77742,81606,82782
10,2005,9,13,21696,20254,19194,18865,19257,22186,25013,26882,27277,28394,29899,31426,32877,33969,42379,34067,30180,37924,37118,36079,36212,33786,30616,27725
11,2005,9,13,72174,67507,64586,63087,63663,69244,85304,93166,91927,96011,102706,109420,116971,126963,133911,139835,144882,147667,144777,139767,139432,126089,110331,95494
12,2005,9,13,86629,78149,73234,71686,72097,81050,101523,102923,99429,106681,117263,132042,147978,161481,173438,183851,193695,198307,193308,184311,181360,161771,138538,116533
13,2005,9,13,13045,12231,11827,11707,11989,13497,17024,18084,17263,16991,16973,17057,17521,18387,18971,18199,18447,22007,22231,22077,21688,21247,18186,15324
14,2005,9,13,15036,13551,12639,12194,12586,14698,17965,17632,17325,18805,20620,23043,25339,27310,28734,27796,27890,31595,31618,31684,30305,28838,24639,20835
15,2005,9,13,51304,47958,46287,44941,46048,49972,61064,61552,59801,61663,66404,72266,76743,82144,86596,83207,80815,88448,85402,85446,80965,77844,70468,62870
16,2005,9,13,17918,16725,15920,15540,15547,16903,20357,21950,21970,22299,23524,25711,28399,31028,33345,34247,34776,39971,39176,39130,36440,34650,29440,24891
17,2005,9,13,25379,23349,22270,21785,22022,24575,29483,29039,28651,29239,31490,33830,35896,38079,39708,40935,41411,43402,42587,42766,42174,40067,35986,32089
18,2005,9,13,133428,121953,116971,115827,120233,138862,171467,172550,166878,171678,180146,193254,208311,230373,249892,257052,270256,294754,291942,287582,280267,258102,220517,185350
19,2005,9,13,50125,45672,43560,42742,44044,52628,67660,67053,62438,63051,67595,73411,80759,89740,97398,97697,102033,116108,114146,115403,110362,103628,87296,73209
20,2005,9,13,63402,59989,58310,57636,58700,66623,80497,83538,81137,82220,84684,88885,92941,96666,101158,100234,103729,114086,112652,108256,105781,99752,85595,74456
21,2005,9,13,1213352,1155887,1113665,1100547,1122415,1221154,1429645,1473246,1470475,1520152,1593021,1683441,1784114,1887117,1998042,2027159,2087948,2186157,2132853,2089310,2040686,1888954,1664871,1470335
1,2005,9,14,14651,13670,12883,12473,12759,14072,16543,17101,16477,17289,18506,19350,20229,21397,21715,22768,24041,24611,24224,23810,23937,21585,18385,15791
2,2005,9,14,138975,133553,128723,128580,131152,140225,157524,165717,168248,177245,187830,195615,200855,209011,210728,215185,216652,216789,214338,215232,213053,200435,179347,161705
3,2005,9,14,149954,144104,138892,138738,141514,151304,169969,178808,181540,191247,202668,211070,216724,225523,227375,232186,233768,233915,231272,232235,229884,216269,193515,174481
4,2005,9,14,321,312,302,304,318,344,439,486,457,448,439,437,462,448,442,449,477,500,518,562,594,522,459,382
5,2005,9,14,4873,4391,4172,4145,4486,5193,6754,6807,6269,6533,7173,7743,8226,8913,9233,9126,10063,11532,11381,11521,11798,10373,8480,6809
6,2005,9,14,143848,137944,132895,132725,135638,145418,164278,172524,174517,183778,195002,203358,209082,217924,219960,224311,226715,228321,225719,226753,224851,210808,187826,168514
7,2005,9,14,149954,144104,138892,138738,141514,151304,169969,178808,181540,191247,202668,211070,216724,225523,227375,232186,233768,233915,231272,232235,229884,216269,193515,174481
8,2005,9,14,2217,2056,1987,1985,2080,2358,2843,2935,2771,2828,3076,3402,3768,3901,4085,4274,4530,4678,4560,4467,4578,4043,3329,2745
9,2005,9,14,82047,92463,95109,94752,92757,81291,81984,72219,66738,67431,67641,67494,70728,67095,66360,65940,65835,65919,64890,64533,64848,64701,64512,64281
10,2005,9,14,25585,24497,23909,23687,23769,26384,29245,31139,31899,33728,34556,35999,37813,37468,43142,46294,36350,25833,35370,39472,39263,36945,33177,29743
11,2005,9,14,85315,80601,78924,78311,79901,86332,103182,113543,114528,119905,127029,135105,138579,143984,145989,146800,148246,148919,149602,150431,150585,140033,124201,110461
12,2005,9,14,100878,92738,88371,86926,88491,99701,123854,129633,128922,135883,147455,160695,173077,181589,186515,191490,197077,199792,197507,197857,197442,182505,160112,138209
13,2005,9,14,13493,12674,12224,12214,12484,13925,17330,18573,17714,17921,18446,18968,19314,19975,20537,18163,17752,21687,22644,21542,22454,21889,19079,16051
14,2005,9,14,18408,17061,16458,15896,16016,17739,21096,20979,20495,21483,23778,26180,27714,28099,27953,24769,24445,28293,31216,29538,29842,28861,25214,21531
15,2005,9,14,57119,54362,53060,52273,53163,57073,68293,70718,68746,70080,72320,76770,77310,79392,78783,69089,66482,77405,78731,76193,76120,74967,67634,60652
16,2005,9,14,22048,20726,20250,19931,20319,22129,25978,27485,27608,29231,31840,34127,36380,38072,38479,35359,34664,38850,40540,38203,37971,37273,32797,28635
17,2005,9,14,29083,27263,26272,25807,26008,28612,33326,32543,31552,32182,33624,36226,38677,39299,39638,38598,37906,39307,39537,39544,40271,39096,35954,31950
18,2005,9,14,161158,147773,141714,140595,145435,167300,203417,209766,204101,208825,222175,238346,253607,266926,269386,241262,244493,292229,289942,284691,284993,265078,227449,193991
19,2005,9,14,64231,59654,57499,56368,57536,65944,81942,82494,78122,79230,83198,88369,94619,98970,100498,90597,88952,102998,106682,103227,103776,99262,84935,72534
20,2005,9,14,67054,62853,59707,59225,61348,68548,83100,87510,84946,87809,92212,95044,97107,99692,101549,94578,95630,109549,111786,106343,107244,102162,88902,77082
21,2005,9,14,1331212,1272799,1232243,1223673,1246688,1345196,1561066,1619788,1607190,1674323,1771636,1865368,1940995,2013201,2039742,2003424,2007846,2105042,2111731,2098389,2093388,1973076,1748822,1550028
1,2005,9,15,13787,12535,11722,11360,11729,12973,15342,15823,15906,16952,19055,20967,22768,24411,25804,27300,28151,28161,27353,26499,26257,23856,20447,17235
2,2005,9,15,149569,141899,136162,135769,135670,144914,165756,174554,176392,182210,192186,202826,211308,221697,228303,233386,237560,237728,232908,230540,228348,212644,191531,172240
3,2005,9,15,161386,153110,146920,146495,146389,156362,178851,188345,190327,196604,207369,218849,228001,239211,246339,251823,256328,256510,251309,248754,246387,229443,206662,185847
4,2005,9,15,357,339,335,321,324,335,425,464,455,448,467,478,495,477,504,516,516,536,534,565,568,554,466,372
5,2005,9,15,5790,5308,4971,4815,5155,5938,7532,7592,6963,7620,8174,8645,9356,10105,10667,10890,11765,11946,13405,13043,12888,11346,9497,7812
6,2005,9,15,155359,147207,141133,140584,140825,150852,173288,182146,183355,189829,200360,211471,220663,231802,238970,244275,249325,249675,246313,243583,241236,223990,201028,180052
7,2005,9,15,161386,153110,146920,146495,146389,156362,178851,188345,190327,196604,207369,218849,228001,239211,246339,251823,256328,256510,251309,248754,246387,229443,206662,185847
8,2005,9,15,2437,2249,2159,2120,2255,2528,2878,2960,2887,3062,3402,3815,4101,4369,4514,4631,4931,5113,4930,4878,4882,4280,3525,2925
9,2005,9,15,64218,64491,64764,64722,64827,65100,65457,65898,78162,84840,85050,85092,85134,85029,47481,23562,20811,22407,51093,72429,82026,82887,86289,96222
10,2005,9,15,27155,25848,25370,24888,25614,28976,31565,32916,32787,32985,34388,37075,43494,47321,36527,38349,39868,39442,39074,39621,36795,27026,33089,30330
11,2005,9,15,100123,94610,91067,89534,90034,95517,112452,121375,122405,128968,138904,147024,152658,160560,163050,162661,158492,154413,159787,159535,156664,144695,128285,113002
12,2005,9,15,122223,113059,107112,104300,105067,114602,137533,143662,144015,154154,170708,187631,200433,209371,209773,215201,221036,222805,222447,211778,207534,190561,168412,145271
13,2005,9,15,14124,13111,12608,12475,12779,14208,17651,18856,18248,18540,19066,19917,21026,22275,20291,21094,22800,23658,25202,23515,24149,23524,20163,16852
14,2005,9,15,19183,17935,17294,16990,17329,19541,22647,22195,21482,22003,23652,25417,26981,28175,25601,25926,28500,29420,31463,30214,30110,29179,25376,21583
15,2005,9,15,55125,52238,50821,50649,51684,56125,66371,69259,67387,70492,75645,80753,84566,89396,84006,84035,90004,90951,94984,88064,87846,84466,75838,66002
16,2005,9,15,25581,23999,23208,23001,23403,25019,27959,30203,30202,32249,35079,37224,39271,41653,40477,41507,45045,45633,45909,41988,40744,39283,33226,29153
17,2005,9,15,29730,28114,27268,26835,27127,29830,34816,34277,33956,34057,35504,37211,39428,40659,40315,41998,44353,44430,44252,43867,44019,41981,37513,33420
18,2005,9,15,171538,158517,151505,150646,156588,178488,214800,222397,218452,227745,243042,258428,274796,292892,285628,281773,301532,301103,339220,313690,306963,283695,242459,204495
19,2005,9,15,62818,59971,57471,56600,58097,66982,83099,84025,79864,81996,88767,95247,103141,109672,104637,108811,119274,120784,124858,118318,117328,110601,93842,78371
20,2005,9,15,69395,65015,61803,60966,62885,70377,84528,88153,85503,88832,94251,100401,104764,108661,104618,104104,111689,114549,121735,114779,115871,110695,95704,82493
21,2005,9,15,1411284,1332665,1280613,1269565,1284170,1395029,1621801,1693445,1699075,1770190,1882438,1997320,2100385,2206947,2163844,2173665,2248308,2255774,2328085,2274414,2257002,2104149,1880014,1669524
1,2005,9,16,15074,13888,12994,12362,12440,13625,16291,16973,16498,17430,19317,21441,23530,25030,25027,24182,22986,22224,21235,20678,20895,19313,17189,15639
2,2005,9,16,158930,150196,145285,142060,142769,151505,169324,178230,181464,188167,197370,211552,219167,227273,220330,209818,207057,202916,196603,196445,194110,185753,171041,157005
3,2005,9,16,171486,162061,156762,153284,154048,163474,182701,192310,195801,203032,212962,228265,236481,245229,237737,226395,223414,218946,212136,211965,209445,200427,184553,169409
4,2005,9,16,344,324,320,311,323,349,434,469,444,451,454,469,474,497,508,492,524,533,535,546,602,563,524,427
5,2005,9,16,6631,5972,5539,5289,5468,6224,7541,7558,7152,7310,7970,8938,9866,10638,11345,11238,11205,10604,11669,10614,9960,8960,7762,6743
6,2005,9,16,165561,156168,150824,147349,148237,157729,176865,185788,188617,195476,205339,220490,229032,237911,231675,221056,218261,213520,208273,207059,204070,194713,178802,163748
7,2005,9,16,171486,162061,156762,153284,154048,163474,182701,192310,195801,203032,212962,228265,236481,245229,237737,226395,223414,218946,212136,211965,209445,200427,184553,169409
8,2005,9,16,2533,2347,2274,2260,2348,2628,2972,3107,3103,3349,3637,3925,4159,4039,4211,4393,4631,4599,4460,4229,4205,3770,3451,3107
9,2005,9,16,96075,95928,96138,87591,82971,83118,76125,70140,76986,83559,84210,84042,83643,72114,34503,21861,18879,22407,52101,71400,76650,77154,77406,77322
10,2005,9,16,27937,25791,24759,24191,24425,27479,30563,31881,32469,33719,35264,37066,37937,36403,44250,42894,28026,34772,39193,37654,36622,33530,30042,26911
11,2005,9,16,101462,94755,91187,88621,88993,95165,112174,121560,122624,129321,138763,146924,151960,156224,159283,151585,153405,161250,158229,151404,145129,133876,121434,108123
12,2005,9,16,127971,117561,110735,107073,106590,116038,139203,144228,145506,158430,173987,187218,197928,206249,212399,214486,217709,226307,213589,201505,191846,175445,160210,139456
13,2005,9,16,14807,13648,13076,12873,13053,14478,18031,19349,18592,18979,19610,20768,21506,22332,21572,21136,21542,22589,22360,21957,22078,20770,19212,16741
14,2005,9,16,19205,17804,17121,16750,16998,19185,22443,22504,21812,22138,23015,24764,26878,28816,29085,30209,31900,35273,33584,31985,29875,26880,23904,21092
15,2005,9,16,60049,55969,53844,52599,52962,56607,68258,69846,68879,70769,75096,79288,85060,91206,91442,92367,92850,94739,90141,86543,84801,80420,74392,67061
16,2005,9,16,25565,24009,22872,22452,22686,24450,28210,30287,30553,32018,34516,37602,40370,43047,44626,46584,47208,48429,47650,45009,43087,38794,34839,31163
17,2005,9,16,30420,28608,27537,27003,27189,29791,34992,34870,34368,34965,36744,38826,41737,43728,44662,46138,47381,47308,46085,44164,42631,39582,36881,32547
18,2005,9,16,177583,163251,154537,150175,153037,171578,207026,214578,211902,222999,239610,256036,273643,292138,294581,290488,294636,295847,319921,291789,273664,250890,225097,197972
19,2005,9,16,67487,61203,57571,55865,56895,64758,80476,82156,77553,79176,84939,93699,100444,108964,110653,115122,119346,124277,120366,115762,111835,102528,91821,80334
20,2005,9,16,74748,69376,65516,61731,63105,72804,85656,89660,88847,92118,97975,103375,107190,107329,103850,101307,100064,100353,101368,97071,96212,90967,83699,75225
21,2005,9,16,1515354,1420920,1365653,1323123,1328585,1434459,1641986,1707804,1718971,1796438,1903740,2032953,2127486,2204396,2159476,2098146,2084438,2105839,2111634,2059744,2007162,1884762,1726812,1559434
1,2005,12,25,18142,16970,16547,16717,17178,17911,19484,21798,23636,24254,23346,22981,22252,20779,19738,19064,19277,20479,20985,21085,20768,20419,19244,17998
2,2005,12,25,143276,139786,139631,139680,142242,142985,151071,161491,172307,177295,178720,176774,173630,168365,160695,156942,159047,166611,167415,166448,165787,162177,154848,146292
3,2005,12,25,154595,150829,150663,150716,153479,154281,163005,174249,185919,191301,192839,190739,187348,181666,173390,169340,171612,179773,180641,179597,178885,174990,167081,157850
4,2005,12,25,543,522,504,516,517,544,592,651,720,739,695,693,678,652,620,604,638,660,703,691,676,654,618,524
5,2005,12,25,9652,9398,9419,9567,9445,9756,10335,11696,12869,13068,13046,12641,12161,11864,11313,10823,10890,11312,11696,11463,11343,10797,9941,9031
6,2005,12,25,152928,149184,149050,149247,151687,152740,161406,173187,185176,190362,191766,189415,185791,180229,172008,167765,169937,177922,179111,177910,177130,172974,164789,155323
7,2005,12,25,154595,150829,150663,150716,153479,154281,163005,174249,185919,191301,192839,190739,187348,181666,173390,169340,171612,179773,180641,179597,178885,174990,167081,157850
8,2005,12,25,4134,3976,3927,4004,4065,4264,4447,4860,5174,5336,5232,5172,4988,4824,4648,4552,4705,4938,5067,5006,4903,4764,4546,4150
9,2005,12,25,14658,14511,20496,27153,55020,58359,60585,60060,58821,58737,59325,60060,51597,34986,53067,65772,71799,71610,71043,71001,70833,71547,71589,71589
10,2005,12,25,23548,22368,21923,21806,22071,22633,23702,25370,26563,26601,26326,25995,25982,25077,23571,22836,22818,23595,23550,23117,22506,21809,20679,19175
11,2005,12,25,105724,101739,100166,101666,103825,107857,113137,120769,126289,124020,118266,115693,116052,114125,109013,104738,104262,107907,106644,104810,102990,98249,91300,82681
12,2005,12,25,144630,139160,136936,137532,140179,145835,154913,164373,172359,171370,162993,158914,159493,158082,152705,146458,144187,149849,147632,144729,140959,134078,123664,110861
13,2005,12,25,23213,22182,21531,21308,21663,22565,21742,26930,29268,30504,29703,28824,28464,27207,25920,25419,25507,24636,25682,27198,26851,26363,24760,22845
