zone,Year,Month,Day,Hour,actual,predicted
6,2005,6,26,17,233785,215153.914363
6,2005,6,26,18,228968,215555.118844
6,2005,6,26,19,225253,220509.75113
6,2005,6,26,20,217633,194030.766042
6,2005,6,26,21,213925,184969.064462
6,2005,6,26,22,195226,169599.685888
6,2005,6,26,23,172458,151214.947444
7,2005,6,26,0,152630,136445.38157
7,2005,6,26,1,141593,126799.276991
7,2005,6,26,2,134543,123880.507607
7,2005,6,26,3,130293,120231.258923
7,2005,6,26,4,127154,121984.790168
7,2005,6,26,5,126644,124595.760979
7,2005,6,26,6,128073,127186.717681
7,2005,6,26,7,141114,140072.156604
7,2005,6,26,8,160949,157649.801754
7,2005,6,26,9,177479,178402.90578
7,2005,6,26,10,194506,193172.621702
7,2005,6,26,11,208071,211231.872812
7,2005,6,26,12,216260,219298.895896
7,2005,6,26,13,222114,224173.086699
7,2005,6,26,14,225899,223239.998392
7,2005,6,26,15,231847,239738.047922
7,2005,6,26,16,236585,230282.596074
7,2005,6,26,17,237390,218850.478732
7,2005,6,26,18,232863,219021.510195
7,2005,6,26,19,229383,223886.723996
7,2005,6,26,20,221739,197799.833152
7,2005,6,26,21,218287,188945.218834
7,2005,6,26,22,200040,173860.205509
7,2005,6,26,23,177634,155656.628193
8,2005,6,26,0,2875,2354.22381327
8,2005,6,26,1,2599,2149.05765004
8,2005,6,26,2,2437,2138.90404665
8,2005,6,26,3,2320,2055.77984658
8,2005,6,26,4,2259,2114.19454372
8,2005,6,26,5,2351,2283.01708726
8,2005,6,26,6,2438,2491.84321776
8,2005,6,26,7,2825,2885.75075665
8,2005,6,26,8,3471,3377.18530961
8,2005,6,26,9,4045,3954.52171365
8,2005,6,26,10,4432,4405.65965413
8,2005,6,26,11,4784,4804.78904205
8,2005,6,26,12,5121,5042.43093496
8,2005,6,26,13,5290,5438.27938558
8,2005,6,26,14,5275,5518.59850655
8,2005,6,26,15,5495,5747.36208098
8,2005,6,26,16,5566,5299.5815679
8,2005,6,26,17,5669,5124.87232791
8,2005,6,26,18,5461,5525.28324012
8,2005,6,26,19,5244,5122.46967992
8,2005,6,26,20,4895,4303.00144512
8,2005,6,26,21,4597,4035.86498701
8,2005,6,26,22,3939,3803.91599622
8,2005,6,26,23,3174,2995.19847086
9,2005,6,26,0,84042,70637.6553349
9,2005,6,26,1,84399,70707.2890644
9,2005,6,26,2,84000,70245.0300069
9,2005,6,26,3,83811,73796.4994454
9,2005,6,26,4,83979,75073.3091
9,2005,6,26,5,83118,75343.2627662
9,2005,6,26,6,82845,72767.4181078
9,2005,6,26,7,82635,72103.2515925
9,2005,6,26,8,82131,72513.497655
9,2005,6,26,9,81354,69954.0885019
9,2005,6,26,10,78267,68598.5973892
9,2005,6,26,11,77091,69486.8033771
9,2005,6,26,12,64302,67065.7005616
9,2005,6,26,13,64638,65638.149013
9,2005,6,26,14,64953,62677.2429216
9,2005,6,26,15,65058,62629.2161424
9,2005,6,26,16,65730,62195.6589024
9,2005,6,26,17,65877,65939.2871705
9,2005,6,26,18,66171,71445.2955064
9,2005,6,26,19,75621,72630.0461048
9,2005,6,26,20,79191,73153.5012645
9,2005,6,26,21,79149,72895.5458848
9,2005,6,26,22,79611,73528.6047511
9,2005,6,26,23,79632,74289.3020289
10,2005,6,26,0,21292,26013.4202264
10,2005,6,26,1,19982,24184.5841661
10,2005,6,26,2,19184,23026.0874682
10,2005,6,26,3,18567,22136.1815266
10,2005,6,26,4,18269,21724.5593935
10,2005,6,26,5,18409,22096.7012629
10,2005,6,26,6,18733,22120.4991304
10,2005,6,26,7,20968,23546.9623227
10,2005,6,26,8,23894,26409.0937258
10,2005,6,26,9,26338,28643.0768948
10,2005,6,26,10,27338,27985.8912529
10,2005,6,26,11,27455,29005.9585814
10,2005,6,26,12,27801,29075.2734811
10,2005,6,26,13,27905,30171.4844002
10,2005,6,26,14,27459,28478.7397148
10,2005,6,26,15,26743,30580.2108836
10,2005,6,26,16,26311,30849.1604195
10,2005,6,26,17,26653,31389.235717
10,2005,6,26,18,26796,31307.3576832
10,2005,6,26,19,26451,30529.138724
10,2005,6,26,20,26317,30074.5858632
10,2005,6,26,21,26317,29200.6815607
10,2005,6,26,22,24255,28489.0473872
10,2005,6,26,23,22049,25981.9745504
11,2005,6,26,0,89593,87879.1482977
11,2005,6,26,1,81561,75768.0469562
11,2005,6,26,2,76481,72842.8488646
11,2005,6,26,3,73436,71474.2472775
11,2005,6,26,4,71524,68712.3814024
11,2005,6,26,5,71353,67855.8306334
11,2005,6,26,6,72788,70164.1406039
11,2005,6,26,7,82428,83032.9120226
11,2005,6,26,8,99071,101613.718735
11,2005,6,26,9,115071,117330.237538
11,2005,6,26,10,125104,123435.009213
11,2005,6,26,11,133603,133111.499454
11,2005,6,26,12,140980,138695.580775
11,2005,6,26,13,145624,139038.034761
11,2005,6,26,14,148970,138904.628584
11,2005,6,26,15,150412,142157.546467
11,2005,6,26,16,152374,146065.554524
11,2005,6,26,17,152921,146255.517822
11,2005,6,26,18,149998,139578.77372
11,2005,6,26,19,143993,137819.169332
11,2005,6,26,20,139642,130261.960303
11,2005,6,26,21,137142,130282.534929
11,2005,6,26,22,123375,118366.10659
11,2005,6,26,23,106824,106487.985408
12,2005,6,26,0,110875,111227.393136
12,2005,6,26,1,98594,93244.9115514
12,2005,6,26,2,90381,88790.8546893
12,2005,6,26,3,84994,86641.4168424
12,2005,6,26,4,81795,82514.6283143
12,2005,6,26,5,80978,80706.6323468
12,2005,6,26,6,83831,84265.1008003
12,2005,6,26,7,97988,102321.004933
12,2005,6,26,8,125572,128280.185544
12,2005,6,26,9,152760,151663.894494
12,2005,6,26,10,171657,161831.550313
12,2005,6,26,11,188338,177134.012448
12,2005,6,26,12,201867,185262.829896
12,2005,6,26,13,211975,185353.881222
12,2005,6,26,14,217345,185243.451362
12,2005,6,26,15,220613,191124.46638
12,2005,6,26,16,221809,198830.122199
12,2005,6,26,17,220252,199591.869352
12,2005,6,26,18,212253,196216.453777
12,2005,6,26,19,200001,180324.201731
12,2005,6,26,20,190664,175267.623277
12,2005,6,26,21,186794,176638.676552
12,2005,6,26,22,166625,159776.065721
12,2005,6,26,23,141041,142430.873099
13,2005,6,26,0,15687,13929.3434457
13,2005,6,26,1,14211,12726.4239499
13,2005,6,26,2,13313,12505.3506743
13,2005,6,26,3,13042,12336.5488902
13,2005,6,26,4,12945,12531.6392518
13,2005,6,26,5,12961,12588.2837226
13,2005,6,26,6,13827,13618.4177153
13,2005,6,26,7,15715,15666.6078851
13,2005,6,26,8,17962,18041.0459696
13,2005,6,26,9,19974,20444.0582953
13,2005,6,26,10,20828,22058.8979707
13,2005,6,26,11,21647,23336.8203494
13,2005,6,26,12,22976,24736.0790578
13,2005,6,26,13,23910,23910.0503436
13,2005,6,26,14,18461,25023.99356
13,2005,6,26,15,18378,25236.6582398
13,2005,6,26,16,18437,22470.8277789
13,2005,6,26,17,18466,21379.6772029
13,2005,6,26,18,24105,22176.5443291
13,2005,6,26,19,23451,23260.1719311
13,2005,6,26,20,23210,22594.010689
13,2005,6,26,21,23339,21704.0950355
13,2005,6,26,22,20985,19935.5515104
13,2005,6,26,23,17493,17177.7414104
14,2005,6,26,0,17626,17300.1637724
14,2005,6,26,1,15727,15683.2892075
14,2005,6,26,2,14390,14728.0585961
14,2005,6,26,3,13714,14195.3433607
14,2005,6,26,4,13255,13978.6599002
14,2005,6,26,5,13503,14348.8191199
14,2005,6,26,6,14020,15637.0903394
14,2005,6,26,7,16422,17669.513282
14,2005,6,26,8,20042,20656.0641863
14,2005,6,26,9,22464,23020.0275693
14,2005,6,26,10,23439,23895.6951082
14,2005,6,26,11,23358,22524.7921371
14,2005,6,26,12,23863,24167.8639268
14,2005,6,26,13,24924,24113.1891757
14,2005,6,26,14,18512,25174.6341829
14,2005,6,26,15,19135,24820.2082801
14,2005,6,26,16,19361,26366.3432358
14,2005,6,26,17,19834,27352.1168611
14,2005,6,26,18,26378,28187.0863994
14,2005,6,26,19,26024,27487.996869
14,2005,6,26,20,25085,26850.5298936
14,2005,6,26,21,25313,26948.0595109
14,2005,6,26,22,22625,24395.1015981
14,2005,6,26,23,19123,21465.3379869
15,2005,6,26,0,55699,52703.3351411
15,2005,6,26,1,51189,50062.5826607
15,2005,6,26,2,48179,48558.4493598
15,2005,6,26,3,46864,46227.8240463
15,2005,6,26,4,45955,48129.34886
15,2005,6,26,5,46020,46268.8282123
15,2005,6,26,6,46004,49011.9163679
15,2005,6,26,7,51826,53710.6896533
15,2005,6,26,8,60399,61385.8666007
15,2005,6,26,9,67186,72083.4944721
15,2005,6,26,10,70849,72660.2031499
15,2005,6,26,11,72940,78084.1723577
15,2005,6,26,12,74174,74992.1710364
15,2005,6,26,13,74224,70420.1200694
15,2005,6,26,14,55047,65253.6150531
15,2005,6,26,15,55945,65322.972178
15,2005,6,26,16,57404,69866.6009091
15,2005,6,26,17,58162,79384.8888819
15,2005,6,26,18,75689,80486.6105196
15,2005,6,26,19,74967,84114.4746373
15,2005,6,26,20,73936,79169.3305493
15,2005,6,26,21,75583,76392.9980181
15,2005,6,26,22,69347,71100.5188969
15,2005,6,26,23,60194,64647.7153567
16,2005,6,26,0,24948,22518.0261058
16,2005,6,26,1,22203,19399.3711001
16,2005,6,26,2,20168,18355.9061869
16,2005,6,26,3,19146,17360.520485
16,2005,6,26,4,18598,17676.0367911
16,2005,6,26,5,18504,17742.0569924
16,2005,6,26,6,19388,19511.8718042
16,2005,6,26,7,23415,24250.9730456
16,2005,6,26,8,29612,29336.5083322
16,2005,6,26,9,33913,33817.2685604
16,2005,6,26,10,36228,36115.6677229
16,2005,6,26,11,38292,33371.104236
16,2005,6,26,12,40167,31935.315951
16,2005,6,26,13,41763,44252.6519673
16,2005,6,26,14,36265,40087.4397674
16,2005,6,26,15,37106,40441.8944346
16,2005,6,26,16,37475,43768.509963
16,2005,6,26,17,37907,42897.6045516
16,2005,6,26,18,43647,43841.0984784
16,2005,6,26,19,41268,43189.5854211
16,2005,6,26,20,39259,43191.6795191
16,2005,6,26,21,38551,40873.9703505
16,2005,6,26,22,34423,35411.5017967
16,2005,6,26,23,28993,29303.1235045
17,2005,6,26,0,26384,25370.312177
17,2005,6,26,1,24009,24271.8507693
17,2005,6,26,2,22409,22402.8681483
17,2005,6,26,3,21458,21570.2310063
17,2005,6,26,4,20961,22675.6818791
17,2005,6,26,5,21369,22861.9825012
17,2005,6,26,6,22067,23268.6548407
17,2005,6,26,7,25125,26343.3309243
17,2005,6,26,8,28507,29217.734487
17,2005,6,26,9,31325,32952.3201265
17,2005,6,26,10,32814,33965.8940983
17,2005,6,26,11,33447,34102.6666711
17,2005,6,26,12,34008,33694.793091
17,2005,6,26,13,34117,31944.1879861
17,2005,6,26,14,30040,33208.0169081
17,2005,6,26,15,30411,34115.991774
17,2005,6,26,16,31221,34977.148986
17,2005,6,26,17,31184,35816.7919153
17,2005,6,26,18,35065,36955.933164
17,2005,6,26,19,35002,39678.937458
17,2005,6,26,20,34566,39800.434904
17,2005,6,26,21,35498,40366.2241732
17,2005,6,26,22,34122,34518.6937675
17,2005,6,26,23,30321,31661.432541
18,2005,6,26,0,172881,157728.323558
18,2005,6,26,1,153789,136897.522678
18,2005,6,26,2,140218,128864.442567
18,2005,6,26,3,131193,122072.874775
18,2005,6,26,4,126728,124043.284037
18,2005,6,26,5,126546,125488.779309
18,2005,6,26,6,131380,135934.682785
18,2005,6,26,7,153269,161629.054967
18,2005,6,26,8,182872,190357.455947
18,2005,6,26,9,209259,226618.178479
18,2005,6,26,10,231076,257303.925386
18,2005,6,26,11,253779,248568.890967
18,2005,6,26,12,276729,297448.944463
18,2005,6,26,13,295528,289131.587088
18,2005,6,26,14,270418,307297.413253
18,2005,6,26,15,276265,337081.899363
18,2005,6,26,16,280510,319925.353043
18,2005,6,26,17,280899,305617.155613
18,2005,6,26,18,314147,294500.760393
18,2005,6,26,19,303441,292831.469476
18,2005,6,26,20,293734,293541.55557
18,2005,6,26,21,286147,279162.619767
18,2005,6,26,22,247352,241958.758302
18,2005,6,26,23,206234,200976.134436
19,2005,6,26,0,61324,57993.7570253
19,2005,6,26,1,54107,53871.5839013
19,2005,6,26,2,49585,51544.6677415
19,2005,6,26,3,46948,48120.2832411
19,2005,6,26,4,45603,49485.4783006
19,2005,6,26,5,46376,49382.4666612
19,2005,6,26,6,48741,53964.5891416
19,2005,6,26,7,56287,60558.5339529
19,2005,6,26,8,68481,71412.9824212
19,2005,6,26,9,77769,87028.2758303
19,2005,6,26,10,83693,89624.101933
19,2005,6,26,11,89743,95872.949819
19,2005,6,26,12,95930,97337.1525518
19,2005,6,26,13,100345,91687.8238597
19,2005,6,26,14,76917,87817.6762415
19,2005,6,26,15,75822,81311.1241782
19,2005,6,26,16,76364,88237.040039
19,2005,6,26,17,77298,102396.560469
19,2005,6,26,18,100298,104883.258584
19,2005,6,26,19,99616,110068.078003
19,2005,6,26,20,97698,102679.36406
19,2005,6,26,21,98112,106912.154265
19,2005,6,26,22,87113,87746.7126688
19,2005,6,26,23,71736,77537.375982
20,2005,6,26,0,70347,64061.209092
20,2005,6,26,1,64252,58903.6494949
20,2005,6,26,2,60242,57113.2336107
20,2005,6,26,3,58203,55476.9501306
20,2005,6,26,4,57077,55639.2015196
20,2005,6,26,5,58207,56743.6210609
20,2005,6,26,6,60814,61240.0718501
20,2005,6,26,7,67265,67961.6946517
20,2005,6,26,8,76708,78730.8755287
20,2005,6,26,9,84148,88014.3001047
20,2005,6,26,10,89793,96865.4612528
20,2005,6,26,11,95727,103572.487708
20,2005,6,26,12,101569,109681.968221
20,2005,6,26,13,105478,105336.681803
20,2005,6,26,14,93417,106341.459767
20,2005,6,26,15,97439,116409.114949
20,2005,6,26,16,101660,110145.973338
20,2005,6,26,17,101863,106173.648246
20,2005,6,26,18,113181,97720.2615367
20,2005,6,26,19,108800,109384.819427
20,2005,6,26,20,103918,96038.063336
20,2005,6,26,21,102901,92463.1143091
20,2005,6,26,22,92212,85093.3475097
20,2005,6,26,23,78176,74619.7307584
1,2005,9,10,0,12651,11876.5132725
1,2005,9,10,1,11406,10781.1486176
1,2005,9,10,2,10722,10300.5478146
1,2005,9,10,3,10325,9957.06455428
1,2005,9,10,4,10203,9949.5606963
1,2005,9,10,5,10514,10366.6854496
1,2005,9,10,6,11495,11275.6344942
1,2005,9,10,7,12696,12893.7358229
1,2005,9,10,8,14246,15124.165638
1,2005,9,10,9,15636,17004.602496
1,2005,9,10,10,16895,18480.7673354
1,2005,9,10,11,18336,19091.8935584
1,2005,9,10,12,19840,20934.8572351
1,2005,9,10,13,21327,21525.1300184
1,2005,9,10,14,22382,22703.3806482
1,2005,9,10,15,23454,23466.3335524
1,2005,9,10,16,24276,23098.1558362
1,2005,9,10,17,24323,22981.3195722
1,2005,9,10,18,23235,25484.5860169
1,2005,9,10,19,22158,22260.5634861
1,2005,9,10,20,21601,19955.212407
1,2005,9,10,21,18902,18667.2569351
1,2005,9,10,22,16332,15712.5126051
1,2005,9,10,23,14124,13315.530343
2,2005,9,10,0,137152,123681.112993
2,2005,9,10,1,128424,115800.214517
2,2005,9,10,2,123786,112970.088365
2,2005,9,10,3,121502,109763.624095
2,2005,9,10,4,119913,108885.961284
2,2005,9,10,5,123676,111615.656128
2,2005,9,10,6,128516,117608.699375
2,2005,9,10,7,135034,126061.537548
2,2005,9,10,8,146891,138112.768759
2,2005,9,10,9,156946,149776.562734
2,2005,9,10,10,164564,156747.422354
2,2005,9,10,11,170831,160069.605589
2,2005,9,10,12,175382,166092.928802
2,2005,9,10,13,180540,170600.387936
2,2005,9,10,14,184732,173221.958723
2,2005,9,10,15,187855,182075.081747
2,2005,9,10,16,189501,185468.983761
2,2005,9,10,17,187520,186486.216207
2,2005,9,10,18,181169,182233.777188
2,2005,9,10,19,176464,172731.319513
2,2005,9,10,20,174762,163419.728819
2,2005,9,10,21,164002,151695.717815
2,2005,9,10,22,149132,137159.772873
2,2005,9,10,23,136503,125465.460653
3,2005,9,10,0,147987,133452.30127
3,2005,9,10,1,138570,124948.678346
3,2005,9,10,2,133565,121895.162815
3,2005,9,10,3,131100,118435.053487
3,2005,9,10,4,129387,117488.233818
3,2005,9,10,5,133447,120433.46801
3,2005,9,10,6,138670,126899.984632
3,2005,9,10,7,145703,136020.565755
3,2005,9,10,8,158496,149024.11564
3,2005,9,10,9,169345,161609.222224
3,2005,9,10,10,177564,169130.699829
3,2005,9,10,11,184326,172715.448087
3,2005,9,10,12,189238,179214.751148
3,2005,9,10,13,194804,184078.198138
3,2005,9,10,14,199327,186906.929247
3,2005,9,10,15,202696,196459.224297
3,2005,9,10,16,204473,200121.264189
3,2005,9,10,17,202335,201218.930936
3,2005,9,10,18,195481,196630.342878
3,2005,9,10,19,190405,186377.475439
3,2005,9,10,20,188569,176330.328867
3,2005,9,10,21,176958,163680.022016
3,2005,9,10,22,160914,147995.817525
3,2005,9,10,23,147286,135377.472022
4,2005,9,10,0,339,357.102698645
4,2005,9,10,1,306,326.554410406
4,2005,9,10,2,305,311.556798282
4,2005,9,10,3,302,312.306537494
4,2005,9,10,4,302,315.402111468
4,2005,9,10,5,311,337.108455957
4,2005,9,10,6,368,374.203094836
4,2005,9,10,7,430,435.415943329
4,2005,9,10,8,482,501.058438827
4,2005,9,10,9,517,536.462453371
4,2005,9,10,10,528,521.847341617
4,2005,9,10,11,551,506.998912108
4,2005,9,10,12,523,501.460263635
4,2005,9,10,13,530,500.242440394
4,2005,9,10,14,506,491.106150951
4,2005,9,10,15,530,498.931070266
4,2005,9,10,16,533,502.348512961
4,2005,9,10,17,542,528.799784764
4,2005,9,10,18,542,521.771497218
4,2005,9,10,19,505,517.371567617
4,2005,9,10,20,543,532.058935219
4,2005,9,10,21,496,493.504642509
4,2005,9,10,22,444,434.190956892
4,2005,9,10,23,385,381.373906935
5,2005,9,10,0,5231,4662.23482562
5,2005,9,10,1,4656,4173.81002038
5,2005,9,10,2,4316,3905.51870806
5,2005,9,10,3,4106,3781.31955019
5,2005,9,10,4,4048,3741.51167642
5,2005,9,10,5,4194,3906.72421295
5,2005,9,10,6,4629,4353.67748376
5,2005,9,10,7,5557,5338.34215283
5,2005,9,10,8,6571,6470.76838827
5,2005,9,10,9,7169,7325.06225272
5,2005,9,10,10,7741,7642.88754284
5,2005,9,10,11,8310,8100.02640237
5,2005,9,10,12,8714,8200.86042867
5,2005,9,10,13,9236,8473.5680343
5,2005,9,10,14,9688,8942.48702649
5,2005,9,10,15,10189,9183.70236908
5,2005,9,10,16,10582,9647.75424679
5,2005,9,10,17,10562,10193.2512086
5,2005,9,10,18,10356,9736.67035065
5,2005,9,10,19,9992,9450.12164062
5,2005,9,10,20,9888,8720.70113295
5,2005,9,10,21,8751,7505.32175804
5,2005,9,10,22,7486,6210.31551483
5,2005,9,10,23,6317,5271.66720074
6,2005,9,10,0,142382,128411.442036
6,2005,9,10,1,133080,119976.503222
6,2005,9,10,2,128101,116939.188026
6,2005,9,10,3,125608,113550.542471
6,2005,9,10,4,123961,112624.513429
6,2005,9,10,5,127870,115578.075598
6,2005,9,10,6,133145,122055.319032
6,2005,9,10,7,140591,130906.353355
6,2005,9,10,8,153462,144566.767491
6,2005,9,10,9,164115,157101.427968
6,2005,9,10,10,172305,164390.37518
6,2005,9,10,11,179140,167792.954014
6,2005,9,10,12,184097,174294.000584
6,2005,9,10,13,189776,179113.755669
6,2005,9,10,14,194420,182164.565487
6,2005,9,10,15,198044,191609.507724
6,2005,9,10,16,200084,195242.185468
6,2005,9,10,17,198082,196679.272968
6,2005,9,10,18,191524,192322.662214
6,2005,9,10,19,186456,182181.43216
6,2005,9,10,20,184650,172143.130003
6,2005,9,10,21,172752,159276.596132
6,2005,9,10,22,156618,143300.960737
6,2005,9,10,23,142820,130671.642482
7,2005,9,10,0,147987,133452.30127
7,2005,9,10,1,138570,124948.678346
7,2005,9,10,2,133565,121895.162815
7,2005,9,10,3,131100,118435.053487
7,2005,9,10,4,129387,117488.233818
7,2005,9,10,5,133447,120433.46801
7,2005,9,10,6,138670,126899.984632
7,2005,9,10,7,145703,136020.565755
7,2005,9,10,8,158496,149024.11564
7,2005,9,10,9,169345,161609.222224
7,2005,9,10,10,177564,169130.699829
7,2005,9,10,11,184326,172715.448087
7,2005,9,10,12,189238,179214.751148
7,2005,9,10,13,194804,184078.198138
7,2005,9,10,14,199327,186906.929247
7,2005,9,10,15,202696,196459.224297
7,2005,9,10,16,204473,200121.264189
7,2005,9,10,17,202335,201218.930936
7,2005,9,10,18,195481,196630.342878
7,2005,9,10,19,190405,186377.475439
7,2005,9,10,20,188569,176330.328867
7,2005,9,10,21,176958,163680.022016
7,2005,9,10,22,160914,147995.817525
7,2005,9,10,23,147286,135377.472022
8,2005,9,10,0,2386,2371.82525497
8,2005,9,10,1,2186,2200.84729016
8,2005,9,10,2,2049,2134.13158892
8,2005,9,10,3,1999,2100.92096143
8,2005,9,10,4,1984,2137.26793918
8,2005,9,10,5,2230,2312.48159913
8,2005,9,10,6,2430,2507.60054581
8,2005,9,10,7,2766,2813.00026433
8,2005,9,10,8,3037,3193.32921477
8,2005,9,10,9,3221,3432.38087936
8,2005,9,10,10,3494,3610.67747094
8,2005,9,10,11,3812,3758.16639661
8,2005,9,10,12,4058,3983.83626125
8,2005,9,10,13,4216,4100.24360588
8,2005,9,10,14,4404,4340.82517683
8,2005,9,10,15,4545,4483.56136348
8,2005,9,10,16,4720,4582.58314882
8,2005,9,10,17,4629,4614.6187658
8,2005,9,10,18,4310,4445.32751435
8,2005,9,10,19,4088,4089.29726277
8,2005,9,10,20,4101,3890.40077655
8,2005,9,10,21,3644,3463.60428671
8,2005,9,10,22,3103,2991.25887717
8,2005,9,10,23,2695,2608.44606379
9,2005,9,10,0,80262,73638.8220752
9,2005,9,10,1,80367,73130.8499778
9,2005,9,10,2,80514,72834.3680517
9,2005,9,10,3,80283,73688.8321854
9,2005,9,10,4,80010,73488.1229061
9,2005,9,10,5,80241,73464.5471127
9,2005,9,10,6,80409,73538.9544351
9,2005,9,10,7,81081,73603.3409078
9,2005,9,10,8,80976,74306.3593863
9,2005,9,10,9,80682,75048.3645294
9,2005,9,10,10,80031,76139.7325334
9,2005,9,10,11,80073,72878.9415338
9,2005,9,10,12,79380,72436.3021113
9,2005,9,10,13,76377,72995.2580751
9,2005,9,10,14,75348,72711.3194087
9,2005,9,10,15,69489,70935.5083202
9,2005,9,10,16,53928,69782.5971742
9,2005,9,10,17,60732,72832.1136671
9,2005,9,10,18,59997,70011.4589234
9,2005,9,10,19,61110,74545.4994153
9,2005,9,10,20,64344,72545.2098603
9,2005,9,10,21,64764,72238.342617
9,2005,9,10,22,74760,73337.9512448
9,2005,9,10,23,78456,74191.8439286
10,2005,9,10,0,22712,20292.4600418
10,2005,9,10,1,20801,18764.6513613
10,2005,9,10,2,19712,17808.2652082
10,2005,9,10,3,19185,17236.4528205
10,2005,9,10,4,18996,17018.001326
10,2005,9,10,5,19018,17361.761051
10,2005,9,10,6,19200,17997.3617178
10,2005,9,10,7,20149,20263.9606045
10,2005,9,10,8,22632,23841.0868535
10,2005,9,10,9,25035,27476.7967709
10,2005,9,10,10,26855,28861.5094447
10,2005,9,10,11,27512,30068.1173428
10,2005,9,10,12,27973,29078.4590603
10,2005,9,10,13,28589,29540.6895645
10,2005,9,10,14,28965,30303.6543263
10,2005,9,10,15,28804,29249.6824812
10,2005,9,10,16,28966,29374.03135
10,2005,9,10,17,28620,28404.8374227
10,2005,9,10,18,27441,27476.4753834
10,2005,9,10,19,26405,26141.7908638
10,2005,9,10,20,26556,25951.4915889
10,2005,9,10,21,24312,22926.3361286
10,2005,9,10,22,21999,21387.3874263
10,2005,9,10,23,19662,18611.4503575
11,2005,9,10,0,82172,74313.4410647
11,2005,9,10,1,74908,67909.7449806
11,2005,9,10,2,70559,62899.0222983
11,2005,9,10,3,68060,63637.6028938
11,2005,9,10,4,67121,59812.1547675
11,2005,9,10,5,68130,61407.9501526
11,2005,9,10,6,70723,65056.5011019
11,2005,9,10,7,76689,74890.1874769
11,2005,9,10,8,88691,91611.1104902
11,2005,9,10,9,100387,103199.537124
11,2005,9,10,10,108192,113836.326196
11,2005,9,10,11,113239,116441.842606
11,2005,9,10,12,118774,120038.447482
11,2005,9,10,13,121830,125048.457978
11,2005,9,10,14,125197,128405.626062
11,2005,9,10,15,126799,125196.107432
11,2005,9,10,16,127700,126846.682162
11,2005,9,10,17,127227,126782.684093
11,2005,9,10,18,120719,118123.80793
11,2005,9,10,19,113606,110711.750258
11,2005,9,10,20,110889,107233.827727
11,2005,9,10,21,101352,93926.2060876
11,2005,9,10,22,91144,82264.1529669
11,2005,9,10,23,80372,73436.1479585
12,2005,9,10,0,96392,90973.2450248
12,2005,9,10,1,85960,80493.0362319
12,2005,9,10,2,79536,78053.7915514
12,2005,9,10,3,75680,74726.5377215
12,2005,9,10,4,74005,70091.2686448
12,2005,9,10,5,76353,72498.6424772
12,2005,9,10,6,81133,78130.5951762
12,2005,9,10,7,90167,90804.792841
12,2005,9,10,8,107417,113859.903712
12,2005,9,10,9,123483,131657.648573
12,2005,9,10,10,135256,148348.511649
12,2005,9,10,11,144966,153545.524887
12,2005,9,10,12,153847,159442.535044
12,2005,9,10,13,161673,166529.333394
12,2005,9,10,14,167934,171235.961243
12,2005,9,10,15,172593,166670.602712
12,2005,9,10,16,177152,169714.628242
12,2005,9,10,17,176627,168719.907239
12,2005,9,10,18,165295,155134.381392
12,2005,9,10,19,152464,143990.492018
12,2005,9,10,20,147526,141552.494633
12,2005,9,10,21,134517,122765.489591
12,2005,9,10,22,119350,106535.20907
12,2005,9,10,23,103233,93533.3587202
13,2005,9,10,0,13531,13583.1203778
13,2005,9,10,1,12509,12523.949299
13,2005,9,10,2,12003,12058.2258532
13,2005,9,10,3,11819,11826.5333419
13,2005,9,10,4,11773,11875.6629195
13,2005,9,10,5,12351,11884.4387527
13,2005,9,10,6,13512,12781.8988301
13,2005,9,10,7,15162,14611.1809659
13,2005,9,10,8,16983,16610.8797326
13,2005,9,10,9,17976,17789.6917332
13,2005,9,10,10,18246,18199.651242
13,2005,9,10,11,18584,18626.3786401
13,2005,9,10,12,19139,19167.9115915
13,2005,9,10,13,19765,19264.1466021
13,2005,9,10,14,18952,19931.236968
13,2005,9,10,15,18184,19769.8225048
13,2005,9,10,16,18867,20465.337797
13,2005,9,10,17,20549,21095.4939435
13,2005,9,10,18,21353,21328.2537546
13,2005,9,10,19,21120,19955.9028043
13,2005,9,10,20,21787,19387.531432
13,2005,9,10,21,20153,18236.0569092
13,2005,9,10,22,17890,16924.647584
13,2005,9,10,23,15768,14931.6763513
14,2005,9,10,0,13755,13417.164332
14,2005,9,10,1,12154,12162.7861634
14,2005,9,10,2,11293,11306.6009655
14,2005,9,10,3,10915,11027.431368
14,2005,9,10,4,10574,10983.2068905
14,2005,9,10,5,10972,10680.2432807
14,2005,9,10,6,11728,11371.3941944
14,2005,9,10,7,13370,13498.736853
14,2005,9,10,8,16441,17020.8522408
14,2005,9,10,9,18842,21321.0004178
14,2005,9,10,10,21062,23479.7120646
14,2005,9,10,11,22910,23929.7482581
14,2005,9,10,12,24139,25710.6501711
14,2005,9,10,13,25061,25117.8031495
14,2005,9,10,14,24587,25940.5851741
14,2005,9,10,15,23463,23305.1229875
14,2005,9,10,16,23475,26042.0930419
14,2005,9,10,17,24620,23837.8841365
14,2005,9,10,18,24764,26374.8179565
14,2005,9,10,19,23540,23769.7519982
14,2005,9,10,20,23257,22493.540267
14,2005,9,10,21,20970,18642.1009995
14,2005,9,10,22,18397,18708.614824
14,2005,9,10,23,15570,15632.5758243
15,2005,9,10,0,51337,50206.3900871
